episodes,rewards,reward_std,lengths,overall_win_rate,random_wr,weak_wr,strong_wr,self_wr,q_losses,actor_losses
25100.0,5.066,10.136,48.12,0.68,0.606,0.771,0.85,0.456,0.24417738865600438,0.281659410997508
25150.0,4.408,10.061,37.76,0.68,0.606,0.771,0.851,0.455,0.2406568331523825,0.2803935044078603
25200.0,6.121,9.656,53.1,0.7,0.606,0.771,0.851,0.456,0.2474182465633119,0.288589399257577
25250.0,5.842,9.88,51.04,0.72,0.606,0.771,0.851,0.456,0.24470137434209732,0.28176510112536485
25300.0,6.656,9.001,50.0,0.78,0.606,0.772,0.851,0.456,0.24508965821405296,0.2815740522314783
25350.0,5.594,9.784,45.18,0.72,0.606,0.772,0.852,0.457,0.2439247929883963,0.2827246469656751
25400.0,6.301,9.821,40.98,0.76,0.606,0.772,0.853,0.457,0.24125389056353497,0.28498049313920254
25450.0,3.934,10.704,41.58,0.66,0.606,0.773,0.854,0.456,0.2442086543600752,0.28394373894890884
25500.0,3.182,11.345,47.58,0.6,0.606,0.773,0.851,0.456,0.24697972118817024,0.2943277401874822
25550.0,6.865,9.453,50.8,0.76,0.606,0.773,0.849,0.457,0.2447886302195356,0.29427162516005534
25600.0,6.281,10.038,49.96,0.74,0.606,0.773,0.852,0.457,0.24786480372058553,0.2854412007712463
25650.0,4.705,9.897,44.66,0.68,0.606,0.774,0.851,0.458,0.2491177717735273,0.28680234850531067
25700.0,5.483,10.101,48.0,0.72,0.606,0.774,0.85,0.459,0.24610369937736382,0.2874838927161322
25750.0,5.934,9.787,49.5,0.74,0.606,0.774,0.851,0.458,0.24821186783076382,0.29277745423502766
25800.0,5.065,10.129,47.88,0.7,0.606,0.774,0.851,0.459,0.24809998270099587,0.29508868994184845
25850.0,6.611,8.795,44.7,0.76,0.606,0.775,0.853,0.459,0.25075418678103245,0.29637503639430735
25900.0,2.274,11.188,42.3,0.58,0.606,0.775,0.85,0.458,0.24785722079667777,0.28992239884814214
25950.0,3.236,10.453,44.08,0.6,0.606,0.775,0.85,0.458,0.24453130721595912,0.290520391018886
26000.0,5.031,9.938,39.26,0.7,0.606,0.775,0.85,0.457,0.24521971312792432,0.28761940340026065
26050.0,4.235,10.155,45.24,0.66,0.606,0.776,0.85,0.457,0.247160650360843,0.288417340269457
26100.0,5.607,10.355,47.82,0.7,0.606,0.776,0.85,0.458,0.2452511258374111,0.2925516142081862
26150.0,6.712,9.657,44.9,0.76,0.606,0.776,0.851,0.458,0.24709126408340495,0.2903018563765518
26200.0,5.739,9.154,39.48,0.72,0.606,0.776,0.851,0.458,0.24574247114161119,0.28963503271538193
26250.0,5.442,9.837,44.22,0.7,0.606,0.777,0.852,0.459,0.24694898599871828,0.29374042461553285
26300.0,5.423,9.78,54.94,0.68,0.606,0.777,0.851,0.459,0.2468787675225986,0.29024948644592125
26350.0,4.764,9.741,42.76,0.66,0.606,0.777,0.849,0.459,0.24570409788364284,0.2894254649979639
26400.0,4.371,9.983,42.92,0.66,0.606,0.777,0.847,0.459,0.24929046240635508,0.28668211048487113
26450.0,7.216,9.053,42.34,0.78,0.606,0.778,0.848,0.46,0.24970978333697674,0.29070020308492506
26500.0,5.379,11.154,54.18,0.66,0.606,0.778,0.849,0.459,0.2502306581982542,0.2955030402172733
26550.0,5.038,9.983,51.44,0.66,0.606,0.778,0.849,0.46,0.24463354679455582,0.2912186278383587
26600.0,6.565,9.373,51.08,0.74,0.606,0.778,0.851,0.46,0.24389510103256756,0.29741814732551575
26650.0,4.583,10.031,47.72,0.66,0.606,0.778,0.85,0.46,0.24850975417160845,0.2930537972232481
26700.0,4.609,9.76,41.78,0.68,0.606,0.779,0.85,0.46,0.24861811441505582,0.29406563496113425
26750.0,7.85,8.505,44.62,0.82,0.606,0.779,0.851,0.46,0.24736041162712613,0.29138266281601244
26800.0,5.778,10.963,45.8,0.7,0.606,0.779,0.851,0.461,0.24808289873530634,0.29630138297319486
26850.0,6.212,10.166,54.56,0.72,0.606,0.78,0.852,0.461,0.25086634559952337,0.30276675193742525
26900.0,7.152,8.936,47.1,0.78,0.606,0.78,0.851,0.462,0.24978253243713117,0.30277164417989
26950.0,6.253,9.281,43.78,0.76,0.606,0.78,0.851,0.462,0.2462431181921791,0.305779158090572
27000.0,5.005,9.613,43.82,0.68,0.606,0.78,0.85,0.463,0.2467261455758595,0.3030434291213329
27050.0,6.445,9.043,40.1,0.76,0.606,0.78,0.85,0.464,0.24828272363034462,0.3061547686303982
27100.0,3.822,11.071,48.28,0.62,0.606,0.781,0.851,0.463,0.2491382817102326,0.2980110065442618
27150.0,5.547,9.804,51.2,0.68,0.606,0.781,0.853,0.463,0.2461361908976407,0.29549588082922484
27200.0,7.348,8.612,50.3,0.78,0.606,0.781,0.853,0.463,0.2476593053759963,0.2949090596381018
27250.0,7.674,9.218,56.86,0.8,0.606,0.781,0.852,0.464,0.24751590861674935,0.30377806143055325
27300.0,5.383,10.145,51.76,0.7,0.606,0.782,0.853,0.464,0.24476185716634727,0.2979586840416508
27350.0,6.175,9.398,40.2,0.74,0.606,0.782,0.853,0.464,0.2504032535109928,0.2988759856243372
27400.0,8.138,8.308,48.46,0.8,0.606,0.782,0.855,0.464,0.2465371851718212,0.29488542693784003
27450.0,4.059,10.88,52.94,0.64,0.606,0.782,0.851,0.464,0.2440892881606877,0.3018070852706814
27500.0,4.103,10.542,47.14,0.62,0.606,0.783,0.852,0.464,0.24602430365855457,0.2967087748328932
27550.0,4.307,10.413,47.62,0.64,0.606,0.783,0.851,0.463,0.2461824324187073,0.29707691714650397
27600.0,4.1,10.704,53.92,0.62,0.606,0.783,0.851,0.462,0.24568932721893455,0.3010446142877524
27650.0,7.02,9.241,48.86,0.76,0.606,0.783,0.851,0.463,0.24436673525042338,0.29720773348557233
27700.0,7.269,8.877,49.84,0.78,0.606,0.784,0.851,0.464,0.24716441833905434,0.2967910085959737
27750.0,4.14,10.941,54.98,0.62,0.606,0.784,0.852,0.463,0.24644220377119055,0.301975779197864
27800.0,7.157,8.476,40.24,0.8,0.606,0.784,0.853,0.464,0.24317448901920133,0.2934474804927602
27850.0,5.082,10.372,47.22,0.68,0.606,0.784,0.853,0.464,0.24412777568979735,0.29999366099118585
27900.0,6.281,9.191,62.72,0.7,0.606,0.785,0.853,0.464,0.24603918151881343,0.30254940989070733
27950.0,9.236,6.877,48.54,0.88,0.606,0.785,0.854,0.466,0.24723179606745999,0.3042387432527452
28000.0,6.304,9.522,50.76,0.74,0.606,0.785,0.855,0.465,0.24642185137243006,0.29696264353496693
28050.0,8.037,8.41,51.1,0.82,0.606,0.785,0.856,0.467,0.2473731494364254,0.29304083016152915
28100.0,7.098,9.102,56.84,0.76,0.606,0.785,0.856,0.467,0.24480978995983463,0.2952934384214762
28150.0,5.823,9.276,44.76,0.72,0.606,0.786,0.856,0.467,0.24604261970746888,0.30068318998149896
28200.0,7.616,9.745,51.5,0.74,0.606,0.786,0.856,0.467,0.24730516629385552,0.308538007636365
28250.0,6.757,9.418,44.38,0.76,0.606,0.786,0.857,0.467,0.24639283932250938,0.31075263383601137
28300.0,5.892,9.973,48.3,0.7,0.606,0.786,0.857,0.467,0.24681276455873136,0.29871959544626864
28350.0,7.31,10.298,55.32,0.74,0.606,0.787,0.858,0.467,0.2462506589062861,0.3147471472925643
28400.0,2.826,10.782,50.6,0.56,0.606,0.787,0.857,0.466,0.24744143345682978,0.314065130695246
28450.0,5.984,10.418,64.1,0.68,0.606,0.787,0.858,0.466,0.24536245607118556,0.3124455580661866
28500.0,5.163,10.194,53.44,0.66,0.606,0.787,0.857,0.466,0.24602773397710948,0.3036817280389896
28550.0,5.747,9.944,41.8,0.76,0.606,0.787,0.857,0.467,0.2464446011167834,0.3092404696486888
28600.0,8.651,9.26,62.0,0.8,0.606,0.788,0.857,0.468,0.24578207024156615,0.30627876175517704
28650.0,7.364,8.344,41.02,0.8,0.606,0.788,0.858,0.469,0.25193759437607083,0.31025325774340257
28700.0,6.873,9.431,44.26,0.78,0.606,0.788,0.859,0.469,0.25050387581673833,0.3162512161064988
28750.0,5.912,9.591,57.4,0.68,0.606,0.788,0.859,0.469,0.25023746256812934,0.31625003575547456
28800.0,7.221,9.345,63.76,0.72,0.606,0.789,0.859,0.469,0.25261299099073575,0.31182085639718343
28850.0,5.59,9.39,60.82,0.66,0.606,0.789,0.858,0.469,0.24640307141647808,0.31409995012822
28900.0,6.528,9.615,47.38,0.74,0.606,0.789,0.859,0.469,0.25022763597652126,0.312024394308632
28950.0,6.085,9.502,50.6,0.72,0.606,0.789,0.859,0.469,0.2540929956550904,0.3077384139047587
29000.0,5.503,9.681,49.26,0.68,0.606,0.79,0.86,0.469,0.25065785064266777,0.3027712909921362
29050.0,7.109,8.495,52.56,0.76,0.606,0.79,0.861,0.468,0.24911362158451564,0.3155277335876262
29100.0,6.267,9.635,54.0,0.7,0.606,0.79,0.86,0.469,0.252552149671453,0.3160143044735321
29150.0,7.201,8.423,48.64,0.78,0.606,0.79,0.861,0.47,0.2503195847705424,0.3151019426656242
29200.0,7.627,8.799,49.92,0.8,0.606,0.791,0.862,0.47,0.24941336845884762,0.31526898032803696
29250.0,3.08,9.751,59.38,0.54,0.606,0.791,0.862,0.469,0.24745095910732384,0.30476478784667055
29300.0,3.481,10.357,59.58,0.58,0.606,0.791,0.861,0.469,0.25040273508511085,0.30576877240894274
29350.0,4.684,10.1,48.08,0.66,0.606,0.791,0.861,0.469,0.24869881753615516,0.3032249326965051
29400.0,5.001,9.945,51.48,0.68,0.606,0.791,0.861,0.469,0.2464672666126244,0.30231410690699595
29450.0,6.153,10.648,63.18,0.72,0.606,0.791,0.862,0.469,0.24805770998398213,0.3085024063506191
29500.0,5.826,9.596,48.96,0.72,0.606,0.792,0.863,0.47,0.25096772573173476,0.3167601904898329
29550.0,7.065,9.849,58.96,0.74,0.606,0.792,0.863,0.47,0.2484745067122711,0.32993485179758175
29600.0,8.508,8.144,50.68,0.82,0.606,0.792,0.864,0.471,0.24881145841588237,0.3239819467063031
29650.0,8.596,8.493,52.18,0.78,0.606,0.792,0.865,0.471,0.24842853602766052,0.3127448045164956
29700.0,4.623,10.311,48.12,0.64,0.606,0.793,0.864,0.471,0.249283073600657,0.31467010134016055
29750.0,8.127,7.88,46.24,0.82,0.606,0.793,0.865,0.471,0.2505402501254158,0.3120648725606916
29800.0,6.131,9.976,55.9,0.74,0.606,0.793,0.866,0.471,0.2481632905632267,0.31981906530128856
29850.0,8.372,7.3,47.18,0.84,0.606,0.793,0.866,0.472,0.2500092795235288,0.315332233877668
29900.0,8.168,8.717,60.46,0.8,0.606,0.793,0.866,0.473,0.24655898276056723,0.3145150888304584
29950.0,9.812,7.494,50.48,0.88,0.606,0.794,0.865,0.475,0.25015116887259087,0.31600145169701654
30000.0,6.996,9.381,45.94,0.78,0.606,0.794,0.866,0.475,0.24630570967604656,0.30803194885341656
30050.0,8.792,9.696,68.1,0.74,0.606,0.794,0.866,0.475,0.25072598259060513,0.30410249300181547
30100.0,7.682,9.94,60.28,0.72,0.606,0.794,0.867,0.475,0.24969203623914613,0.30676935490932095
30150.0,8.057,9.168,58.4,0.78,0.606,0.795,0.868,0.475,0.2494606935929187,0.30925831702585
30200.0,10.16,7.686,59.26,0.86,0.606,0.795,0.868,0.476,0.2519887805045982,0.3163835008204752
30250.0,6.039,9.358,55.96,0.66,0.606,0.795,0.869,0.476,0.2494379068089379,0.3150738578040145
30300.0,5.237,10.139,44.22,0.7,0.606,0.795,0.868,0.476,0.24635242018057663,0.314150454384486
30350.0,4.982,9.746,50.58,0.68,0.606,0.796,0.869,0.475,0.2475099695735699,0.3076235166522046
30400.0,7.6,9.39,54.96,0.74,0.606,0.796,0.869,0.475,0.2523126680241062,0.30642427148525353
30450.0,6.541,9.537,66.2,0.68,0.606,0.796,0.869,0.475,0.2492356461810593,0.3066311621907823
30500.0,6.279,10.534,55.96,0.68,0.606,0.796,0.87,0.476,0.24927069478793953,0.31378675448600135
30550.0,7.088,9.075,58.38,0.74,0.606,0.796,0.871,0.476,0.24547995987854201,0.31576797199740503
30600.0,8.943,8.834,56.9,0.82,0.606,0.796,0.871,0.477,0.24612832462433262,0.3137963957622877
30650.0,7.752,8.839,58.74,0.8,0.606,0.797,0.871,0.478,0.24783338395660123,0.32040710409282325
30700.0,7.681,8.378,58.18,0.74,0.606,0.797,0.87,0.478,0.24867222367423478,0.31991350295015686
30750.0,5.102,10.084,59.32,0.62,0.606,0.797,0.87,0.478,0.24782150515307416,0.3217358775120481
30800.0,9.322,8.179,55.68,0.86,0.606,0.797,0.871,0.479,0.24875540209898375,0.3207975840954782
30850.0,6.874,9.422,51.08,0.76,0.606,0.797,0.871,0.479,0.25094092563708725,0.317786968496844
30900.0,7.488,11.097,56.86,0.74,0.606,0.798,0.872,0.479,0.2484612918361323,0.3150280631349761
30950.0,7.321,10.026,55.42,0.74,0.606,0.798,0.872,0.48,0.2466861137797451,0.31708198974214286
31000.0,7.846,8.693,55.54,0.78,0.606,0.798,0.872,0.48,0.24664729180300188,0.31476740695866595
31050.0,9.68,6.393,52.92,0.86,0.606,0.798,0.873,0.481,0.24587688655523654,0.3156776847812919
31100.0,7.334,9.499,61.9,0.74,0.606,0.798,0.873,0.481,0.2467913763534914,0.31704874461403654
31150.0,6.29,9.737,64.68,0.66,0.606,0.799,0.873,0.481,0.24709176689798856,0.3149338100983235
31200.0,7.45,9.446,54.92,0.76,0.606,0.799,0.873,0.481,0.24592445257813272,0.32027662521536976
31250.0,8.479,9.015,59.06,0.76,0.606,0.799,0.873,0.481,0.24506067217671298,0.31785073670605213
31300.0,8.616,8.612,47.74,0.84,0.606,0.799,0.873,0.482,0.2443344248198008,0.31144038813974395
31350.0,6.097,9.6,42.94,0.74,0.606,0.8,0.874,0.482,0.24747486509319444,0.31148909746466213
31400.0,7.0,8.996,44.12,0.76,0.606,0.8,0.874,0.482,0.2468591517657182,0.3158965867531866
31450.0,6.9,9.11,51.82,0.74,0.606,0.8,0.874,0.483,0.24611878582575517,0.31987440488827085
31500.0,4.49,10.325,49.84,0.64,0.606,0.8,0.874,0.482,0.2422198974845281,0.31841801332861197
31550.0,3.691,10.77,50.64,0.62,0.606,0.8,0.874,0.482,0.24380777026964606,0.3283970326550842
31600.0,7.354,8.431,52.46,0.76,0.606,0.801,0.874,0.482,0.2462550409585847,0.3232084520444738
31650.0,7.07,9.502,59.28,0.7,0.606,0.801,0.875,0.481,0.24868065297612982,0.3165090917795662
31700.0,5.418,10.016,58.2,0.66,0.606,0.801,0.874,0.481,0.2452334927036988,0.30757228461553854
31750.0,5.894,10.086,67.6,0.62,0.606,0.801,0.874,0.481,0.24545909655135395,0.31591481198189053
31800.0,8.069,8.559,58.96,0.76,0.606,0.801,0.874,0.481,0.24631352781471347,0.3172991477965502
31850.0,8.163,9.591,58.04,0.74,0.606,0.802,0.874,0.481,0.2479932279510294,0.3076233622829244
31900.0,7.536,8.449,48.76,0.78,0.606,0.802,0.875,0.481,0.24795889533814786,0.3149719014365405
31950.0,7.347,8.983,55.08,0.78,0.606,0.802,0.875,0.481,0.24575473681753182,0.31959813725895836
32000.0,3.393,11.325,58.32,0.62,0.606,0.802,0.874,0.481,0.24599366632740466,0.3220992943599525
32050.0,3.858,10.557,57.56,0.58,0.606,0.802,0.874,0.48,0.24874708985721738,0.3166159590288467
32100.0,6.352,8.891,47.2,0.72,0.606,0.803,0.874,0.48,0.2489875010342184,0.30999158830453705
32150.0,7.902,9.079,59.42,0.76,0.606,0.803,0.874,0.48,0.24530880263801189,0.30977153179029804
32200.0,4.076,10.202,55.66,0.62,0.606,0.803,0.874,0.48,0.24585823069516125,0.30900402134855653
32250.0,4.049,11.525,56.6,0.56,0.606,0.803,0.874,0.479,0.2474546363379791,0.3112429880231535
32300.0,6.264,10.421,58.98,0.68,0.606,0.803,0.874,0.479,0.2503386164290907,0.3137026783752719
32350.0,5.319,9.758,55.18,0.66,0.606,0.804,0.874,0.479,0.24778286357342577,0.31431051296102586
32400.0,7.362,8.891,60.32,0.74,0.606,0.804,0.874,0.479,0.247810561607172,0.31366516264889666
32450.0,5.414,9.317,57.68,0.64,0.606,0.804,0.874,0.479,0.2494747245056744,0.3141411856009023
32500.0,6.312,9.814,61.72,0.66,0.606,0.804,0.875,0.478,0.24804641929352272,0.31974494294593003
32550.0,6.69,9.701,60.16,0.66,0.606,0.804,0.875,0.478,0.2499573458737268,0.32320052838130503
32600.0,7.944,8.54,60.28,0.76,0.606,0.805,0.875,0.478,0.2472538923942544,0.32042780569624174
32650.0,3.969,10.794,54.32,0.64,0.606,0.805,0.874,0.478,0.24901649251125563,0.3176516120343435
32700.0,5.776,9.71,64.0,0.62,0.606,0.805,0.875,0.478,0.2488403619882557,0.32205618514359163
32750.0,7.823,9.218,62.48,0.74,0.606,0.805,0.875,0.477,0.24636284718726484,0.3207309279531081
32800.0,6.661,9.856,60.96,0.68,0.606,0.806,0.875,0.477,0.2466250163376725,0.31928217791187274
32850.0,5.593,9.354,53.82,0.66,0.606,0.806,0.875,0.476,0.24956160129644692,0.3276390654555504
32900.0,8.261,8.005,48.18,0.82,0.606,0.806,0.876,0.477,0.24849771961602599,0.33136937116894116
32950.0,7.783,8.984,49.28,0.8,0.606,0.806,0.876,0.477,0.2509214426617871,0.3152957026193111
33000.0,8.365,9.286,50.66,0.8,0.606,0.806,0.877,0.478,0.24983119079857813,0.315079177021699
33050.0,8.396,9.195,64.98,0.72,0.606,0.807,0.877,0.477,0.24672243667261973,0.3199437798152333
33100.0,8.893,8.144,55.62,0.8,0.606,0.807,0.877,0.477,0.24633132022304255,0.31873175605883125
33150.0,5.774,10.88,61.88,0.64,0.606,0.807,0.878,0.477,0.24795260272167807,0.3115043516530673
33200.0,7.761,9.484,68.64,0.7,0.606,0.807,0.878,0.477,0.24496412348469762,0.3125766853105538
33250.0,5.231,9.966,59.74,0.6,0.606,0.807,0.877,0.476,0.24730578184680918,0.3137081228067718
33300.0,6.656,10.086,56.16,0.68,0.606,0.808,0.878,0.476,0.24887435763989954,0.31215375677787044
33350.0,9.106,8.405,63.68,0.82,0.606,0.808,0.878,0.477,0.24659774748924282,0.3186585792287898
33400.0,6.907,9.821,65.0,0.7,0.606,0.808,0.877,0.477,0.2450537915385793,0.32299997815736325
33450.0,7.708,7.595,55.28,0.76,0.606,0.808,0.878,0.477,0.24830319412514337,0.32363718968633587
33500.0,5.687,10.0,55.26,0.64,0.606,0.808,0.878,0.476,0.24540830220758783,0.31957989690878663
33550.0,6.892,9.47,52.68,0.72,0.606,0.809,0.878,0.476,0.24385482617503032,0.3275332271855895
33600.0,6.222,9.994,66.04,0.66,0.606,0.809,0.878,0.476,0.24626385539854498,0.3202385235110256
33650.0,8.937,8.623,59.38,0.78,0.606,0.809,0.878,0.477,0.24629484844511507,0.31417705665438306
33700.0,7.95,10.732,67.84,0.72,0.606,0.809,0.878,0.477,0.24568459299721407,0.3178235108877136
33750.0,9.708,7.272,69.44,0.74,0.606,0.809,0.879,0.477,0.24895879028633955,0.31859885992382114
33800.0,9.974,8.853,66.78,0.82,0.606,0.81,0.878,0.478,0.2511468319636578,0.3194590950347823
33850.0,6.452,9.839,58.94,0.68,0.606,0.81,0.878,0.477,0.24465843257747683,0.3114612527055705
33900.0,6.83,9.979,55.72,0.7,0.606,0.81,0.878,0.477,0.24636730773432444,0.3161986045827653
33950.0,8.799,8.961,65.94,0.7,0.606,0.81,0.878,0.477,0.24538997261685072,0.32025840689702656
34000.0,7.407,9.468,55.42,0.74,0.606,0.811,0.878,0.477,0.2470119954627353,0.3175661789617211
34050.0,8.524,8.662,65.46,0.78,0.606,0.811,0.879,0.477,0.24362942372976365,0.3166600342027869
34100.0,4.899,10.393,63.44,0.62,0.606,0.811,0.878,0.477,0.24270534342416766,0.30730267693108454
34150.0,6.655,10.157,62.04,0.7,0.606,0.811,0.878,0.477,0.2495198742858304,0.31656111944636744
34200.0,7.464,10.128,65.04,0.7,0.606,0.811,0.878,0.477,0.24428498288648764,0.31328524006504277
34250.0,8.449,8.559,74.94,0.7,0.606,0.811,0.878,0.477,0.24272333549118222,0.30680358505738387
34300.0,8.416,9.311,64.6,0.72,0.606,0.812,0.879,0.477,0.247464107903211,0.30906182530588905
34350.0,8.773,8.693,57.54,0.82,0.606,0.812,0.878,0.478,0.24503520741641577,0.308597616797425
34400.0,8.64,8.379,55.52,0.8,0.606,0.812,0.879,0.478,0.2478018054968908,0.3015780722632765
34450.0,6.027,9.642,55.7,0.68,0.606,0.812,0.879,0.477,0.24433571870370493,0.3024156380042823
34500.0,7.428,8.311,55.62,0.74,0.606,0.812,0.879,0.478,0.24688286630986958,0.3061601954408883
34550.0,7.841,8.386,58.58,0.76,0.606,0.813,0.879,0.478,0.24635258696905357,0.3005792893054501
34600.0,8.772,9.08,66.34,0.76,0.606,0.813,0.88,0.478,0.24508881748435107,0.3000503304798523
34650.0,7.909,8.28,46.96,0.8,0.606,0.813,0.88,0.479,0.24455496793499754,0.3043594422084275
34700.0,8.909,7.906,51.46,0.82,0.606,0.813,0.88,0.479,0.244304815251597,0.3033770356267531
34750.0,8.369,9.38,78.58,0.64,0.606,0.813,0.881,0.479,0.24392427153681465,0.3061639420048326
34800.0,10.01,9.084,77.4,0.74,0.606,0.813,0.881,0.479,0.24625461639736237,0.29797912489115425
34850.0,8.153,8.15,61.24,0.74,0.606,0.814,0.881,0.479,0.24588379234581784,0.30374796324816467
34900.0,7.842,9.452,68.74,0.72,0.606,0.814,0.881,0.479,0.24635083464827692,0.3042387869976609
34950.0,6.057,9.978,61.44,0.64,0.606,0.814,0.881,0.479,0.24635670721277797,0.30839687519973086
35000.0,7.894,8.932,60.3,0.76,0.606,0.814,0.881,0.479,0.246556608905748,0.31252931073640794
35050.0,6.237,9.107,64.56,0.68,0.606,0.814,0.881,0.479,0.24854685964028242,0.31416318087729317
35100.0,7.436,9.249,68.42,0.74,0.606,0.815,0.882,0.479,0.2496043307839718,0.3114580634785696
35150.0,9.417,7.443,74.1,0.78,0.606,0.815,0.881,0.479,0.2467720287120466,0.30688230570999847
35200.0,8.096,8.326,63.14,0.76,0.606,0.815,0.882,0.479,0.24695116596735284,0.3083059810296512
35250.0,6.519,9.269,60.0,0.72,0.606,0.815,0.882,0.479,0.250303604824339,0.3119855252765154
35300.0,5.913,9.974,76.86,0.58,0.606,0.815,0.882,0.479,0.24951863159039142,0.3090091934928582
35350.0,9.046,7.637,57.92,0.82,0.606,0.815,0.882,0.479,0.2492474182343363,0.31024789867366626
35400.0,7.463,8.235,54.98,0.74,0.606,0.816,0.883,0.479,0.24748903794665875,0.3091593811117973
35450.0,5.631,9.55,62.04,0.7,0.606,0.816,0.883,0.478,0.25008911495783975,0.2937128581739458
35500.0,7.865,8.11,73.52,0.76,0.606,0.816,0.883,0.479,0.24961211736489483,0.31082985156308596
35550.0,7.312,11.272,75.26,0.7,0.606,0.816,0.883,0.479,0.24687208221201704,0.30836239676733895
35600.0,6.327,9.403,66.3,0.66,0.606,0.816,0.883,0.479,0.25052354681197486,0.3040059837206528
35650.0,7.435,8.602,70.22,0.72,0.606,0.816,0.883,0.479,0.25158200192447727,0.30321947241230707
35700.0,6.221,9.467,64.82,0.64,0.606,0.817,0.883,0.479,0.24834976307567316,0.30716188693522806
35750.0,8.764,8.619,72.16,0.74,0.606,0.817,0.883,0.479,0.25057550243384136,0.2995870918382373
35800.0,9.492,7.35,59.46,0.84,0.606,0.817,0.884,0.479,0.25101592032207787,0.30434479218500143
35850.0,7.791,8.627,61.48,0.72,0.606,0.817,0.884,0.479,0.24995199849664435,0.30924563542050587
35900.0,8.153,8.462,60.3,0.76,0.606,0.817,0.884,0.479,0.248879171509475,0.31634176763658745
35950.0,7.526,8.322,44.82,0.8,0.606,0.818,0.884,0.479,0.24980672579651247,0.31848688943463327
36000.0,9.605,7.322,54.68,0.84,0.606,0.818,0.885,0.479,0.25085005413983447,0.3209795438669582
36050.0,6.481,9.185,59.62,0.72,0.606,0.818,0.885,0.479,0.24974020443723127,0.320396847317488
36100.0,6.302,9.737,71.64,0.68,0.606,0.818,0.885,0.479,0.2472565864131075,0.3211736247323151
36150.0,8.991,9.577,72.2,0.82,0.606,0.818,0.885,0.48,0.24927669243500944,0.3169371417461982
36200.0,8.686,8.378,65.52,0.78,0.606,0.818,0.885,0.48,0.2489683559740366,0.3124278289010762
36250.0,8.997,8.132,58.32,0.84,0.606,0.819,0.885,0.48,0.25292007746740347,0.3035405273518498
36300.0,7.747,8.701,60.74,0.72,0.606,0.819,0.885,0.48,0.2511412090838387,0.31139868138092575
36350.0,7.085,9.436,59.66,0.68,0.606,0.819,0.885,0.48,0.24893610030834537,0.3142275831405192
36400.0,8.141,8.423,69.5,0.76,0.606,0.819,0.886,0.48,0.25033303308492566,0.31784651537442515
36450.0,9.014,7.791,67.78,0.8,0.606,0.819,0.886,0.481,0.2513820296185652,0.31780223844419975
36500.0,10.395,6.698,64.34,0.86,0.606,0.819,0.886,0.481,0.2532018656933521,0.31773618456139135
36550.0,7.586,10.097,73.5,0.68,0.606,0.819,0.886,0.481,0.2516931333620431,0.31965988275857793
36600.0,6.798,8.851,51.8,0.74,0.606,0.82,0.887,0.481,0.2482811654184029,0.32366035440623214
36650.0,7.071,9.575,63.24,0.72,0.606,0.82,0.887,0.481,0.2509374137066677,0.3210125378221414
36700.0,7.144,8.491,64.06,0.76,0.606,0.82,0.887,0.481,0.24904424982387413,0.31977099660677366
36750.0,8.011,8.879,72.42,0.72,0.606,0.82,0.887,0.481,0.25027608434831095,0.3088242543352104
36800.0,5.996,10.141,73.22,0.6,0.606,0.82,0.887,0.481,0.2515225422015802,0.30586037183541964
36850.0,5.461,9.354,56.0,0.66,0.606,0.82,0.887,0.48,0.25003860138776207,0.30443211467470827
36900.0,8.177,7.953,55.24,0.78,0.606,0.821,0.887,0.48,0.25151902240340385,0.30624334666011993
36950.0,5.523,10.705,76.82,0.56,0.606,0.821,0.887,0.48,0.2489365040130981,0.31624104214299587
37000.0,5.544,9.823,83.2,0.56,0.606,0.821,0.887,0.479,0.24997796214116225,0.3166692363658991
37050.0,9.284,7.367,84.2,0.76,0.606,0.821,0.887,0.479,0.2536852189995051,0.3210464069662547
37100.0,8.356,7.814,49.24,0.82,0.606,0.821,0.888,0.48,0.24909760274951584,0.3255563545134241
37150.0,7.49,9.357,61.32,0.72,0.606,0.821,0.888,0.48,0.2492367871604876,0.32270108178825113
37200.0,8.621,9.403,67.52,0.76,0.606,0.822,0.888,0.48,0.2513885964909302,0.32153796357726405
37250.0,7.198,9.277,65.4,0.7,0.606,0.822,0.888,0.48,0.24956139398796748,0.31846139484154573
37300.0,9.637,7.925,63.0,0.82,0.606,0.822,0.889,0.48,0.2475675639420157,0.32119434095565236
37350.0,7.159,8.96,53.38,0.74,0.606,0.822,0.889,0.48,0.2520968624446031,0.3258048794664426
37400.0,10.212,7.119,67.2,0.86,0.606,0.822,0.889,0.48,0.25038042478204786,0.3207312087314839
37450.0,6.997,8.633,56.12,0.74,0.606,0.823,0.89,0.48,0.2544749718594191,0.31349928716690373
37500.0,8.166,7.355,61.22,0.76,0.606,0.823,0.89,0.48,0.25272943071268683,0.31837601463781207
37550.0,6.194,10.293,77.04,0.64,0.606,0.823,0.89,0.479,0.2520624332929153,0.32522754654986713
37600.0,8.247,8.869,59.0,0.8,0.606,0.823,0.89,0.48,0.2518522812509994,0.3320189149743845
37650.0,7.366,8.723,75.9,0.66,0.606,0.823,0.891,0.479,0.25284720390810084,0.33255936586236234
37700.0,10.866,8.404,93.86,0.76,0.606,0.823,0.891,0.479,0.24687371638050692,0.32988340047854003
